Assessments
6/15/2022

Year,Division,School,Level,Subgroup,"Test Level","Subject Area",Subject,"Percent Pass","Percent Proficiency",Advance,Fail,"Record Count"
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",33,33,-,67,46
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,5,SCI,"Grade 5 Science",36,29,7,64,28
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",5,SCI,"Grade 5 Science",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",56,52,4,44,27
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",25,17,8,75,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",43,40,3,57,63
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",,SCI,Science,40,36,4,60,75
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,,SCI,Science,83,58,25,17,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",,SCI,Science,31,27,4,69,48
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",,SCI,Science,13,9,4,87,23
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,,SCI,Science,43,40,2,57,47
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,,SCI,Science,33,33,-,67,46
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,,SCI,Science,36,29,7,64,28
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",,SCI,Science,100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,56,52,4,44,27
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",,SCI,Science,25,17,8,75,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",,SCI,Science,43,40,3,57,63
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",,ENGR,"English Reading",45,43,3,55,195
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,,ENGR,"English Reading",85,85,-,15,13
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",35,33,1,65,136
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",,ENGR,"English Reading",15,15,-,85,81
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,,ENGR,"English Reading",48,46,2,52,91
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,,ENGR,"English Reading",37,36,1,63,138
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,,ENGR,"English Reading",12,12,-,88,34
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,,ENGR,"English Reading",42,39,3,58,104
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Native Hawaiian",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",69,64,5,31,59
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",28,28,-,72,18
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",47,44,3,53,177
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,,ENGR,"English Reading",56,44,12,44,25
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",49,47,2,51,57
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",32,30,3,68,37
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",17,17,-,83,24
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",62,59,3,38,29
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",39,39,-,61,41
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",36,36,-,64,28
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",3,ENGR,"Grade 3 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",80,80,-,20,20
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",50,48,2,50,52
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",44,44,-,56,72
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",35,35,-,65,52
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",17,17,-,83,36
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",40,40,-,60,35
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",34,34,-,66,47
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",8,8,-,92,12
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",49,49,-,51,37
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Native Hawaiian",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",70,70,-,30,20
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",4,ENGR,"Grade 4 English Reading",45,45,-,55,65
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,4,ENGR,"Grade 4 English Reading",42,42,-,58,12
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",5,ENGR,"Grade 5 English Reading",42,36,6,58,66
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",36,34,2,64,47
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",5,ENGR,"Grade 5 English Reading",10,10,-,90,21
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,5,ENGR,"Grade 5 English Reading",44,41,4,56,27
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,5,ENGR,"Grade 5 English Reading",38,36,2,62,50
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,5,ENGR,"Grade 5 English Reading",14,14,-,86,14
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,5,ENGR,"Grade 5 English Reading",41,33,8,59,39
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",58,42,16,42,19
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",5,ENGR,"Grade 5 English Reading",47,40,7,53,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",3,MATH,"Grade 3 Mathematics",37,35,2,63,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",23,23,-,77,39
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",3,MATH,"Grade 3 Mathematics",18,18,-,82,28
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,3,MATH,"Grade 3 Mathematics",45,45,-,55,29
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,3,MATH,"Grade 3 Mathematics",24,24,-,76,42
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,3,MATH,"Grade 3 Mathematics",29,26,3,71,31
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",62,57,5,38,21
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",3,MATH,"Grade 3 Mathematics",40,38,2,60,55
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",4,MATH,"Grade 4 Mathematics",22,22,-,78,73
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",21,21,-,79,53
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",4,MATH,"Grade 4 Mathematics",8,8,-,92,37
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,4,MATH,"Grade 4 Mathematics",11,11,-,89,35
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,4,MATH,"Grade 4 Mathematics",15,15,-,85,48
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,4,MATH,"Grade 4 Mathematics",17,17,-,83,12
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,4,MATH,"Grade 4 Mathematics",32,32,-,68,38
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Native Hawaiian",4,MATH,"Grade 4 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",25,25,-,75,20
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",4,MATH,"Grade 4 Mathematics",24,24,-,76,66
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,4,MATH,"Grade 4 Mathematics",25,25,-,75,12
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",5,MATH,"Grade 5 Mathematics",35,32,3,65,66
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",32,30,2,68,47
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",5,MATH,"Grade 5 Mathematics",5,5,-,95,21
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,5,MATH,"Grade 5 Mathematics",37,37,-,63,27
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,5,MATH,"Grade 5 Mathematics",28,26,2,72,50
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,5,MATH,"Grade 5 Mathematics",21,21,-,79,14
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,5,MATH,"Grade 5 Mathematics",33,28,5,67,39
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",5,MATH,"Grade 5 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",42,37,5,58,19
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",5,MATH,"Grade 5 Mathematics",38,35,3,62,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",,MATH,Mathematics,31,29,2,69,199
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,,MATH,Mathematics,69,63,6,31,16
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,,MATH,Mathematics,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",,MATH,Mathematics,25,24,1,75,139
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",,MATH,Mathematics,10,10,-,90,86
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,,MATH,Mathematics,30,30,-,70,91
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,,MATH,Mathematics,22,21,1,78,140
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,,MATH,Mathematics,17,17,-,83,35
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,,MATH,Mathematics,31,29,3,69,108
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",,MATH,Mathematics,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",,MATH,Mathematics,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Native Hawaiian",,MATH,Mathematics,100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",,MATH,Mathematics,43,40,3,57,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",,MATH,Mathematics,-,-,-,100,18
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",,MATH,Mathematics,34,32,2,66,181
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,,MATH,Mathematics,46,42,4,54,24
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",5,SCI,"Grade 5 Science",30,26,5,70,66
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",5,SCI,"Grade 5 Science",26,21,4,74,47
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",5,SCI,"Grade 5 Science",5,5,-,95,21
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,5,SCI,"Grade 5 Science",19,19,-,81,27
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",24,22,2,76,50
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",14,14,-,86,14
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,5,SCI,"Grade 5 Science",38,31,8,62,39
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",5,SCI,"Grade 5 Science",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",42,37,5,58,19
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",33,28,5,67,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"All Students",,SCI,Science,30,26,5,70,66
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Asian,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Black,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Economically Disadvantaged",,SCI,Science,26,21,4,74,47
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"English Learners",,SCI,Science,5,5,-,95,21
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Female,,SCI,Science,19,19,-,81,27
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Hispanic,,SCI,Science,24,22,2,76,50
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Homeless,,SCI,Science,14,14,-,86,14
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,Male,,SCI,Science,38,31,8,62,39
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Military Connected",,SCI,Science,100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Multiple Races",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,42,37,5,58,19
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students with Disabilities",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,"Students without Disabilities",,SCI,Science,33,28,5,67,60
"2020 - 2021","Loudoun County Public Schools","Sterling Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",,ENGR,"English Reading",44,43,2,56,195
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,,ENGR,"English Reading",72,67,6,28,18
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,,ENGR,"English Reading",46,46,-,54,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",38,36,2,62,160
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",,ENGR,"English Reading",24,24,-,76,119
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,,ENGR,"English Reading",50,48,2,50,100
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,,ENGR,"English Reading",37,36,1,63,149
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,,ENGR,"English Reading",17,17,-,83,29
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,ENGR,"English Reading",38,37,1,62,95
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",71,71,-,29,35
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",17,17,-,83,18
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",47,45,2,53,177
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,ENGR,"English Reading",70,70,-,30,10
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",34,34,-,66,77
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",28,28,-,72,64
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",19,19,-,81,58
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",41,41,-,59,39
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",25,25,-,75,64
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",18,18,-,82,11
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",26,26,-,74,38
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",3,ENGR,"Grade 3 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",62,62,-,38,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",36,36,-,64,73
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",56,53,3,44,75
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",50,50,-,50,10
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",50,47,3,50,62
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",33,33,-,67,42
